cell_id,tsne_1,tsne_2,true_label,predicted_label,hungarian_annotation,marker_overlap_annotation,batch
human3_lib3.final_cell_0880-2,-35.9247,18.752052,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0881-2,-11.794594,12.179405,delta,8,delta,delta,human3
human3_lib3.final_cell_0882-2,-53.0153,31.297178,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0883-2,-87.782715,16.718214,macrophage,5,t_cell,t_cell,human3
human3_lib3.final_cell_0884-2,-52.26663,-0.33275402,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0885-2,44.433643,-38.98595,mast,4,mast,mast,human3
human3_lib3.final_cell_0886-2,30.581106,-77.437256,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0887-2,-26.474148,54.438442,acinar,1,acinar,acinar,human3
human3_lib3.final_cell_0888-2,75.6938,-35.98742,beta,12,beta,beta,human3
human3_lib3.final_cell_0889-2,-52.29081,30.878452,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0890-2,-34.2031,16.299932,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0891-2,17.592434,-46.830833,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0892-2,74.6863,-27.039555,beta,12,beta,beta,human3
human3_lib3.final_cell_0893-2,78.349655,-15.471591,beta,12,beta,beta,human3
human3_lib3.final_cell_0894-2,-30.329878,18.568274,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0895-2,-36.936684,15.756655,acinar,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0896-2,-87.95966,17.643818,t_cell,5,t_cell,t_cell,human3
human3_lib3.final_cell_0897-2,71.86774,3.0645833,beta,12,beta,beta,human3
human3_lib3.final_cell_0898-2,-54.22799,31.943241,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0899-2,76.197136,-28.725601,beta,12,beta,beta,human3
human3_lib3.final_cell_0900-2,67.763306,-5.520695,beta,12,beta,beta,human3
human3_lib3.final_cell_0901-2,-36.294926,18.764004,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0902-2,-9.410276,10.784989,delta,8,delta,delta,human3
human3_lib3.final_cell_0903-2,56.54634,-13.487099,beta,12,beta,beta,human3
human3_lib3.final_cell_0904-2,-53.330826,28.981895,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0905-2,31.984371,-3.5366638,beta,12,beta,beta,human3
human3_lib3.final_cell_0906-2,64.995766,-4.7888856,beta,12,beta,beta,human3
human3_lib3.final_cell_0907-2,-8.418637,14.514251,delta,8,delta,delta,human3
human3_lib3.final_cell_0908-2,-89.76105,13.811749,macrophage,6,macrophage,macrophage,human3
human3_lib3.final_cell_0909-2,54.94068,-11.582299,beta,12,beta,beta,human3
human3_lib3.final_cell_0910-2,79.066696,-2.3870218,beta,12,beta,beta,human3
human3_lib3.final_cell_0911-2,59.41593,-6.20865,beta,12,beta,beta,human3
human3_lib3.final_cell_0912-2,78.66756,-20.22867,beta,12,beta,beta,human3
human3_lib3.final_cell_0913-2,-59.62248,35.236984,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0914-2,73.654274,-7.1468415,beta,12,beta,beta,human3
human3_lib3.final_cell_0915-2,-36.713715,5.0353885,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib3.final_cell_0916-2,78.38147,-15.406277,beta,12,beta,beta,human3
human3_lib3.final_cell_0917-2,-6.929546,-28.32859,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0918-2,59.24384,-12.374781,beta,12,beta,beta,human3
human3_lib3.final_cell_0919-2,-52.7312,31.793085,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0920-2,-31.713531,20.49035,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib3.final_cell_0921-2,-54.389473,-0.55964154,ductal,3,ductal,ductal,human3
human3_lib3.final_cell_0922-2,-54.75721,29.117971,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0923-2,-59.866608,32.241035,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0924-2,77.22777,-4.6644278,beta,12,beta,beta,human3
human3_lib3.final_cell_0925-2,-52.194096,31.283892,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0926-2,77.89345,-16.893415,beta,12,beta,beta,human3
human3_lib3.final_cell_0927-2,70.535446,-6.470472,beta,12,beta,beta,human3
human3_lib3.final_cell_0928-2,16.107363,-46.74106,alpha,11,alpha,alpha,human3
human3_lib3.final_cell_0929-2,77.05977,-24.518599,beta,12,beta,beta,human3
human3_lib3.final_cell_0930-2,89.064674,-20.479103,beta,12,beta,beta,human3
human3_lib3.final_cell_0931-2,-56.811756,31.63797,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0932-2,43.680767,-19.110647,beta,12,beta,beta,human3
human3_lib3.final_cell_0933-2,-57.73075,33.021515,endothelial,0,endothelial,endothelial,human3
human3_lib3.final_cell_0934-2,77.957466,-33.22516,beta,12,beta,beta,human3
human3_lib4.final_cell_0001-2,-13.216605,59.165234,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0002-2,-3.3127935,69.05511,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0003-2,6.278899,66.90008,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0004-2,-0.9099107,54.741123,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0005-2,-0.95511067,54.968056,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0006-2,-9.111537,73.73885,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0007-2,-7.4520664,63.510674,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0008-2,3.264875,72.47543,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0009-2,-1.9124438,61.28592,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0010-2,-6.861011,62.740482,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0011-2,-12.874715,68.28182,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0012-2,-9.217796,76.885284,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0013-2,-6.965029,68.325264,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0014-2,-5.563445,66.78061,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0015-2,5.440536,60.811874,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0016-2,6.4353642,58.011086,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0017-2,2.0658767,72.06225,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0018-2,-14.8166485,70.0902,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0019-2,-15.908761,71.56836,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0020-2,-2.7538426,62.240265,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0021-2,-14.79549,75.36965,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0022-2,-22.372051,57.66425,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0023-2,-3.5526175,60.595966,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0024-2,5.625619,69.83351,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0025-2,0.26782897,68.3509,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0026-2,-0.7861713,58.133476,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0027-2,8.495928,54.078213,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0028-2,-14.121961,69.59832,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0029-2,-13.881552,76.07142,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0030-2,-6.605947,20.052761,delta,8,delta,delta,human3
human3_lib4.final_cell_0031-2,-14.273628,60.707844,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0032-2,-11.180617,73.75841,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0033-2,-2.1801937,68.57211,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0034-2,-6.9143395,61.76105,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0035-2,1.0398425,70.171196,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0036-2,0.51506686,69.99204,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0037-2,-20.1655,70.53514,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0038-2,-3.0384994,68.3604,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0039-2,-11.7829685,75.88401,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0040-2,1.1023697,60.795277,beta,1,acinar,acinar,human3
human3_lib4.final_cell_0041-2,-13.318907,72.53925,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0042-2,85.293594,-16.758251,beta,12,beta,beta,human3
human3_lib4.final_cell_0043-2,6.7088394,56.650288,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0044-2,-16.549278,75.390755,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0045-2,-28.0021,-41.698814,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0046-2,1.286943,67.09905,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0047-2,-11.944748,15.616777,delta,8,delta,delta,human3
human3_lib4.final_cell_0048-2,-6.300206,68.78901,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0049-2,-6.821849,72.41134,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0050-2,-5.4682803,22.169483,delta,8,delta,delta,human3
human3_lib4.final_cell_0051-2,-1.3742218,52.98626,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0052-2,-55.09523,-3.2449296,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0053-2,8.3085,60.469063,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0054-2,2.626783,71.85546,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0055-2,-18.023102,73.70831,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0056-2,1.6119391,56.090588,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0057-2,-14.5583725,59.92954,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0058-2,81.154915,-6.3898506,beta,12,beta,beta,human3
human3_lib4.final_cell_0059-2,3.404576,69.237,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0060-2,6.3740363,68.88961,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0061-2,7.577064,54.943054,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0062-2,-0.16260123,68.07991,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0063-2,6.0106444,59.187405,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0064-2,-21.982439,56.62514,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0065-2,-16.37968,62.517902,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0066-2,-17.577757,67.35647,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0067-2,-11.11537,15.929604,delta,8,delta,delta,human3
human3_lib4.final_cell_0068-2,3.0971086,70.92189,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0069-2,-32.812992,60.17568,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0070-2,-19.531633,60.848404,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0071-2,58.573776,-10.0415745,beta,12,beta,beta,human3
human3_lib4.final_cell_0072-2,3.588208,66.77552,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0073-2,4.702809,67.02143,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0074-2,-13.751383,75.395805,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0075-2,-22.818588,59.059383,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0076-2,6.7138605,54.717587,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0077-2,-7.817259,62.126358,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0078-2,6.5103655,56.600685,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0079-2,-63.994823,-6.9261446,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0080-2,-15.152998,69.21241,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0081-2,9.891499,57.09491,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0082-2,-12.775409,12.334544,delta,8,delta,delta,human3
human3_lib4.final_cell_0083-2,-1.7545462,70.63524,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0084-2,-28.081099,-33.593002,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0085-2,-61.207836,-6.846605,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0086-2,-16.992899,62.403614,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0087-2,4.3695993,67.206215,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0088-2,-6.3041964,71.827805,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0089-2,3.1417096,-63.748505,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0090-2,-8.801226,74.95435,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0091-2,-1.9399328,62.207268,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0092-2,75.90593,-33.85747,beta,12,beta,beta,human3
human3_lib4.final_cell_0093-2,1.6932822,58.762463,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0094-2,84.71173,-25.771996,beta,12,beta,beta,human3
human3_lib4.final_cell_0095-2,84.91868,-26.629602,beta,12,beta,beta,human3
human3_lib4.final_cell_0096-2,86.3009,-8.63695,beta,12,beta,beta,human3
human3_lib4.final_cell_0097-2,85.43707,-9.785341,beta,12,beta,beta,human3
human3_lib4.final_cell_0098-2,79.512436,-34.370003,beta,12,beta,beta,human3
human3_lib4.final_cell_0099-2,-4.2210097,8.330955,delta,8,delta,delta,human3
human3_lib4.final_cell_0100-2,-64.84896,-6.337917,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0101-2,-27.027369,56.06408,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0102-2,-17.644829,55.282063,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0103-2,5.331315,65.506195,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0104-2,-12.609356,10.281146,delta,8,delta,delta,human3
human3_lib4.final_cell_0105-2,85.95456,-21.09322,beta,12,beta,beta,human3
human3_lib4.final_cell_0106-2,8.077221,60.75885,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0107-2,-30.448448,-45.320873,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0108-2,2.9806042,72.89315,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0109-2,-7.0030065,70.76537,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0110-2,-7.9240766,79.28622,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0111-2,-22.104467,56.43861,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0112-2,85.12502,-8.902291,beta,12,beta,beta,human3
human3_lib4.final_cell_0113-2,-8.462131,63.16973,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0114-2,-18.478676,66.888824,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0115-2,1.1368752,70.11744,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0116-2,23.726788,-74.40385,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0117-2,58.138264,-13.659522,beta,12,beta,beta,human3
human3_lib4.final_cell_0118-2,-9.353806,14.557319,delta,8,delta,delta,human3
human3_lib4.final_cell_0119-2,-36.00498,4.046175,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib4.final_cell_0120-2,-7.5653186,78.858734,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0121-2,-60.08681,-6.2648563,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0122-2,-19.133953,61.781967,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0123-2,-1.7901535,62.502483,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0124-2,70.26298,2.5866756,beta,12,beta,beta,human3
human3_lib4.final_cell_0125-2,3.383735,56.468513,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0126-2,-1.3612213,62.38042,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0127-2,-0.6257141,62.877796,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0128-2,9.8117485,56.99782,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0129-2,-18.32408,73.14894,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0130-2,-14.221632,18.947477,delta,8,delta,delta,human3
human3_lib4.final_cell_0131-2,-15.192728,71.8647,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0132-2,76.61847,-1.6835421,beta,12,beta,beta,human3
human3_lib4.final_cell_0133-2,-5.028617,58.50355,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0134-2,84.455284,-21.239012,beta,12,beta,beta,human3
human3_lib4.final_cell_0135-2,3.1051555,57.59373,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0136-2,84.051254,-16.833979,beta,12,beta,beta,human3
human3_lib4.final_cell_0137-2,-11.31095,79.41551,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0138-2,85.219574,-11.476713,beta,12,beta,beta,human3
human3_lib4.final_cell_0139-2,-12.096005,54.6601,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0140-2,82.07066,-5.7056293,beta,12,beta,beta,human3
human3_lib4.final_cell_0141-2,87.40121,-23.29772,beta,12,beta,beta,human3
human3_lib4.final_cell_0142-2,-1.3187455,61.182556,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0143-2,-16.765572,72.87215,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0144-2,-13.617775,13.557777,delta,8,delta,delta,human3
human3_lib4.final_cell_0145-2,-61.15488,-17.53629,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0146-2,-15.664463,71.05383,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0147-2,2.5540793,54.10022,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0148-2,-6.3072376,67.67847,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0149-2,1.9119864,52.764412,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0150-2,-70.28509,-14.642567,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0151-2,-3.4184556,-70.11779,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0152-2,-38.815086,-31.395746,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0153-2,32.026966,-57.526356,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0154-2,16.566765,-66.43251,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0155-2,-7.4046516,61.477783,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0156-2,-7.448959,-65.99862,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0157-2,2.5754468,59.53689,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0158-2,-10.067306,21.061737,delta,8,delta,delta,human3
human3_lib4.final_cell_0159-2,85.832695,-20.704844,beta,12,beta,beta,human3
human3_lib4.final_cell_0160-2,-28.782125,-42.108055,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0161-2,81.461716,-26.821802,beta,12,beta,beta,human3
human3_lib4.final_cell_0162-2,79.92921,-34.476707,beta,12,beta,beta,human3
human3_lib4.final_cell_0163-2,80.956245,-29.363813,beta,12,beta,beta,human3
human3_lib4.final_cell_0164-2,-10.34973,55.268154,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0165-2,-1.4630655,70.535,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0166-2,10.846558,-69.43626,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0167-2,-60.568893,-4.0687594,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0168-2,-37.913692,-34.563698,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0169-2,74.2236,-34.690086,beta,12,beta,beta,human3
human3_lib4.final_cell_0170-2,-4.4959188,55.12249,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0171-2,7.995532,57.529984,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0172-2,32.554707,-69.754036,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0173-2,-23.18133,71.369385,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0174-2,-58.211525,-9.898842,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0175-2,-3.4581811,57.78131,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0176-2,1.4418532,54.999027,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0177-2,-57.97595,-2.4768152,acinar,3,ductal,ductal,human3
human3_lib4.final_cell_0178-2,-61.289906,-8.2825575,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0179-2,0.92373383,58.123043,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0180-2,-12.667485,11.890524,delta,8,delta,delta,human3
human3_lib4.final_cell_0181-2,-64.718025,-11.419139,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0182-2,-9.616877,77.15572,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0183-2,-13.140338,24.121365,delta,8,delta,delta,human3
human3_lib4.final_cell_0184-2,-35.007698,13.296476,acinar,15,epsilon,quiescent_stellate,human3
human3_lib4.final_cell_0185-2,9.572362,-64.71861,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0186-2,30.045492,-58.567005,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0187-2,-12.616871,55.586166,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0188-2,-1.319138,16.967201,beta,8,delta,delta,human3
human3_lib4.final_cell_0189-2,28.854324,-70.66327,alpha,11,alpha,alpha,human3
human3_lib4.final_cell_0190-2,-7.942925,61.627705,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0191-2,-53.899536,-9.315567,ductal,3,ductal,ductal,human3
human3_lib4.final_cell_0192-2,-14.304887,13.052489,delta,8,delta,delta,human3
human3_lib4.final_cell_0193-2,67.49221,-0.59930074,beta,12,beta,beta,human3
human3_lib4.final_cell_0194-2,77.883575,-28.767418,beta,12,beta,beta,human3
human3_lib4.final_cell_0195-2,-2.9626822,66.340126,acinar,1,acinar,acinar,human3
human3_lib4.final_cell_0196-2,58.356533,-11.239653,beta,12,beta,beta,human3
human3_lib4.final_cell_0197-2,-17.360952,68.667496,acinar,1,acinar,acinar,human3
